Temperature I,Temperature II,Ore Parameter I,Ore Parameter II,Ore Parameter III,Ore Parameter IV,Indicators A,Indicators B,Indicators C,Indicators D
306.28,519.73,54.55,99.46,45.04,22.19,81.1,21.72,11.55,17.15
306.28,518.88,54.55,99.46,45.04,22.19,81.11,21.71,11.55,17.12
306.45,519.3,54.55,99.46,45.04,22.19,81.12,21.7,11.55,17.09
306.05,518.74,54.55,99.46,45.04,22.19,81.13,21.69,11.55,17.06
306.14,519.03,54.55,99.46,45.04,22.19,81.14,21.68,11.55,17.04
306.14,519.07,54.55,99.46,45.04,22.19,81.14,21.67,11.55,17.02
453.62,561.64,54.55,99.46,45.04,22.19,81.15,21.67,11.55,17
572.18,595.43,54.55,99.46,45.04,22.19,81.15,21.66,11.55,16.99
572.36,595.89,54.55,99.46,45.04,22.19,81.16,21.66,11.55,16.98
572.98,595.81,54.55,99.46,45.04,22.19,81.16,21.65,11.55,16.97
572.98,595.81,54.55,99.46,45.04,22.19,81.16,21.65,11.55,16.96
572.41,595.57,54.55,99.46,45.04,22.19,81.16,21.65,11.55,16.96
573.25,596.06,54.55,99.46,45.04,22.19,81.16,21.65,11.55,16.96
572.89,595.75,54.55,99.46,45.04,22.19,81.16,21.65,11.55,16.95
572.76,595.98,54.55,99.46,45.04,22.19,81.15,21.65,11.55,16.95
572.41,595.88,54.55,99.46,45.04,22.19,81.15,21.66,11.55,16.94
572.98,596.14,54.55,99.46,45.04,22.19,81.14,21.66,11.54,16.93
572.32,595.62,54.55,99.46,45.04,22.19,81.13,21.67,11.54,16.91
573.12,596.14,54.55,99.46,45.04,22.19,81.12,21.67,11.54,16.9
572.32,595.41,54.55,99.46,45.04,22.19,81.11,21.68,11.53,16.88
572.98,595.85,54.55,99.46,45.04,22.19,81.1,21.69,11.53,16.86
572.98,595.85,54.55,99.46,45.04,22.19,81.09,21.7,11.52,16.83
572.98,595.85,54.55,99.46,45.04,22.19,81.07,21.7,11.52,16.81
573.34,595.95,54.55,99.46,45.04,22.19,81.06,21.71,11.51,16.78
572.59,595.78,54.55,99.46,45.04,22.19,81.04,21.72,11.51,16.76
572.64,595.79,54.55,99.46,45.04,22.19,81.03,21.74,11.5,16.73
573.51,596.18,54.55,99.46,45.04,22.19,81.01,21.75,11.5,16.69
572.19,595.58,54.55,99.46,45.04,22.19,80.99,21.76,11.49,16.66
573.07,595.84,54.55,99.46,45.04,22.19,80.97,21.77,11.48,16.63
572.45,595.91,54.55,99.46,45.04,22.19,80.95,21.78,11.47,16.59
573.12,595.99,54.55,99.46,45.04,22.19,80.93,21.8,11.47,16.56
572.64,596.39,54.55,99.46,45.04,22.19,80.91,21.81,11.46,16.52
572.94,595.99,54.55,99.46,45.04,22.19,80.89,21.82,11.45,16.48
572.55,595.6,54.55,99.46,45.04,22.19,80.86,21.84,11.44,16.44
573.25,595.81,54.55,99.46,45.04,22.19,80.84,21.85,11.44,16.4
572.5,595.9,54.55,99.46,45.04,22.19,80.82,21.87,11.43,16.36
572.06,595.47,54.55,99.46,45.04,22.19,80.8,21.88,11.42,16.32
573.43,596.47,54.55,99.46,45.04,22.19,80.77,21.9,11.41,16.28
573.25,595.76,54.55,99.46,45.04,22.19,80.75,21.91,11.4,16.24
572.94,595.96,54.55,99.46,45.04,22.19,80.72,21.93,11.39,16.19
573.3,596.06,54.55,99.46,45.04,22.19,80.7,21.94,11.38,16.15
573.3,596.31,54.55,99.46,45.04,22.19,80.68,21.96,11.38,16.11
573.08,596.03,54.55,99.46,45.04,22.19,80.65,21.98,11.37,16.07
572.45,595.85,54.55,99.46,45.04,22.19,80.63,21.99,11.36,16.03
573.25,596.08,54.55,99.46,45.04,22.19,80.6,22.01,11.35,15.98
572.76,595.98,54.55,99.46,45.04,22.19,80.58,22.02,11.34,15.94
572.72,595.97,54.55,99.46,45.04,22.19,80.55,22.04,11.33,15.9
572.23,595.83,54.55,99.46,45.04,22.19,80.53,22.05,11.32,15.86
572.86,596.09,54.55,99.46,45.04,22.19,80.51,22.07,11.31,15.82
573.25,596.45,54.55,99.46,45.04,22.19,80.49,22.08,11.31,15.78
573.08,595.97,54.55,99.46,45.04,22.19,80.46,22.1,11.3,15.74
573.08,595.97,54.55,99.46,45.04,22.19,80.44,22.11,11.29,15.7
573.12,595.99,54.55,99.46,45.04,22.19,80.42,22.12,11.28,15.66
573.12,595.99,54.55,99.46,45.04,22.19,80.4,22.14,11.28,15.63
572.23,595.73,54.55,99.46,45.04,22.19,80.38,22.15,11.27,15.59
573.34,596.4,54.55,99.46,45.04,22.19,80.36,22.16,11.26,15.56
572.41,595.72,54.55,99.46,45.04,22.19,80.34,22.17,11.25,15.53
573.03,595.9,54.55,99.46,45.04,22.19,80.32,22.18,11.25,15.49
573.21,596.19,54.55,99.46,45.04,22.19,80.31,22.2,11.24,15.46
572.81,595.76,54.55,99.46,45.04,22.19,80.29,22.21,11.24,15.44
572.81,596.11,54.55,99.46,45.04,22.19,80.28,22.22,11.23,15.41
573.34,596.26,54.55,99.46,45.04,22.19,80.26,22.22,11.23,15.39
573.3,596.25,54.55,99.46,45.04,22.19,80.25,22.23,11.22,15.36
572.9,596.14,54.55,99.46,45.04,22.19,80.24,22.24,11.22,15.34
572.33,595.97,54.55,99.46,45.04,22.19,80.23,22.25,11.21,15.32
572.76,596.06,54.55,99.46,45.04,22.19,80.22,22.25,11.21,15.31
573.47,596.26,54.55,99.46,45.04,22.19,80.21,22.26,11.21,15.29
571.97,595.83,54.55,99.46,45.04,22.19,80.2,22.26,11.2,15.28
572.85,596.08,54.55,99.46,45.04,22.19,80.2,22.27,11.2,15.27
572.85,596.08,54.55,99.46,45.04,22.19,80.19,22.27,11.2,15.27
572.98,596.12,54.55,99.46,45.04,22.19,80.19,22.27,11.2,15.26
572.9,596.1,54.55,99.46,45.04,22.19,80.19,22.27,11.2,15.26
572.59,596.01,54.55,99.46,45.04,22.19,80.19,22.27,11.2,15.26
572.76,596.06,54.55,99.46,45.04,22.19,80.19,22.27,11.2,15.25
572.86,596.09,54.55,99.46,45.04,22.19,80.19,22.27,11.2,15.25
572.19,595.58,54.55,99.46,45.04,22.19,80.19,22.26,11.2,15.24
869.27,681.87,54.55,99.46,45.04,22.19,80.19,22.26,11.19,15.23
869.27,681.44,54.55,99.46,45.04,22.19,80.19,22.25,11.19,15.21
868.6,681.31,54.55,99.46,45.04,22.19,80.19,22.24,11.19,15.2
868.38,680.97,54.55,99.46,45.04,22.19,80.19,22.24,11.18,15.18
869.53,682,54.55,99.46,45.04,22.19,80.19,22.23,11.18,15.16
869.04,681.24,54.55,99.46,45.04,22.19,80.19,22.22,11.17,15.14
869.18,681.33,54.55,99.46,45.04,22.19,80.19,22.21,11.17,15.12
868.77,681.22,54.55,99.46,45.04,22.19,80.19,22.2,11.16,15.09
869.48,681.62,54.55,99.46,45.04,22.19,80.19,22.19,11.16,15.07
868.51,681.59,54.55,99.46,45.04,22.19,80.19,22.18,11.15,15.04
868.65,681.14,54.55,99.46,45.04,22.19,80.19,22.17,11.15,15.01
869.71,681.55,54.55,99.46,45.04,22.19,80.18,22.15,11.14,14.98
869.45,681.47,54.55,99.46,45.04,22.19,80.18,22.14,11.13,14.95
869.31,681.41,54.55,99.46,45.04,22.19,80.18,22.13,11.12,14.91
869.44,681.72,54.55,99.46,45.04,22.19,80.18,22.11,11.12,14.88
869,681.16,54.55,99.46,45.04,22.19,80.18,22.1,11.11,14.84
869.66,681.67,54.55,99.46,45.04,22.19,80.18,22.08,11.1,14.81
869.44,681.6,54.55,99.46,45.04,22.19,80.18,22.07,11.09,14.77
868.38,680.83,54.55,99.46,45.04,22.19,80.18,22.05,11.09,14.73
868.87,681.42,54.55,99.46,45.04,22.19,80.18,22.03,11.08,14.69
868.65,680.7,54.55,99.46,45.04,22.19,80.18,22.02,11.07,14.65
869.3,725.56,54.55,99.46,45.04,22.19,80.18,22,11.06,14.62
868.87,725.33,54.55,99.46,45.04,22.19,80.18,21.99,11.05,14.58
869.22,725.37,54.55,99.46,45.04,22.19,80.18,21.97,11.04,14.54
869.62,725.47,54.55,99.46,45.04,22.19,80.18,21.95,11.03,14.5
868.29,724.94,54.55,99.46,45.04,22.19,80.18,21.94,11.03,14.46
868.46,725.34,54.55,99.46,45.04,22.19,80.17,21.92,11.02,14.41
868.82,725.16,54.55,99.46,45.04,22.19,80.17,21.9,11.01,14.37
868.74,725.28,54.55,99.46,45.04,22.19,80.17,21.88,11,14.33
868.6,725.17,54.55,99.46,45.04,22.19,80.17,21.87,10.99,14.29
869.49,725.68,54.55,99.46,45.04,22.19,80.17,21.85,10.98,14.26
869.31,725,54.55,99.46,45.04,22.19,80.17,21.84,10.97,14.22
869.26,725.77,54.55,99.46,45.04,22.19,80.17,21.82,10.96,14.18
869.26,725.36,54.55,99.46,45.04,22.19,80.17,21.8,10.96,14.14
868.82,725.47,54.55,99.46,45.04,22.19,80.17,21.79,10.95,14.1
869.08,725.82,54.55,99.46,45.04,22.19,80.17,21.77,10.94,14.07
869.13,725.12,54.55,99.46,45.04,22.19,80.17,21.76,10.93,14.03
868.69,725.44,54.55,99.46,45.04,22.19,80.17,21.74,10.93,14
868.95,725.54,54.55,99.46,45.04,22.19,80.17,21.73,10.92,13.96
868.95,725.41,54.55,99.46,45.04,22.19,80.17,21.72,10.91,13.93
869.4,725.49,54.55,99.46,45.04,22.19,80.16,21.7,10.9,13.9
869.44,725.5,54.55,99.46,45.04,22.19,80.16,21.69,10.9,13.87
869.44,725.61,54.55,99.46,45.04,22.19,80.16,21.68,10.89,13.84
869.48,725.33,54.55,99.46,45.04,22.19,80.16,21.67,10.89,13.82
869.4,724.97,54.55,99.46,45.04,22.19,80.16,21.66,10.88,13.79
869.4,725.37,54.55,99.46,45.04,22.19,80.16,21.65,10.88,13.77
869.13,725.33,54.55,99.46,45.04,22.19,80.16,21.64,10.87,13.75
868.73,725.13,54.55,99.46,45.04,22.19,80.16,21.63,10.87,13.73
869.22,725.21,54.55,99.46,45.04,22.19,80.16,21.63,10.86,13.71
869.22,725.36,54.55,99.46,45.04,22.19,80.16,21.62,10.86,13.7
869.35,725.4,54.55,99.46,45.04,22.19,80.16,21.61,10.86,13.68
868.51,724.88,54.55,99.46,45.04,22.19,80.16,21.61,10.85,13.67
868.77,725.36,54.55,99.46,45.04,22.19,80.16,21.6,10.85,13.66
869.48,725.51,54.55,99.46,45.04,22.19,80.16,21.6,10.85,13.66
869.83,725.27,54.55,99.46,45.04,22.19,80.16,21.6,10.85,13.65
868.51,723.9,54.55,99.46,45.04,22.19,80.16,21.6,10.85,13.65
869.08,724.85,54.55,99.46,45.04,22.19,80.16,21.6,10.85,13.65
869.08,725.53,54.55,99.46,45.04,22.19,80.15,21.61,10.85,13.65
869.31,725.65,54.55,99.46,45.04,22.19,80.15,21.62,10.86,13.65
869.62,725.38,54.55,99.46,45.04,22.19,80.14,21.63,10.86,13.64
869.22,725.31,54.55,99.46,45.04,22.19,80.13,21.64,10.87,13.64
869.31,723.52,54.55,99.46,45.04,22.19,80.12,21.66,10.87,13.64
869.79,725.63,54.55,99.46,45.04,22.19,80.1,21.68,10.88,13.63
869.57,725.34,54.55,99.46,45.04,22.19,80.09,21.71,10.89,13.63
869.08,725.22,54.55,99.46,45.04,22.19,80.07,21.73,10.9,13.63
869.08,725.34,54.55,99.46,45.04,22.19,80.05,21.76,10.91,13.62
868.91,725.45,54.55,99.46,45.04,22.19,80.02,21.79,10.93,13.61
868.87,725.15,54.55,99.46,45.04,22.19,80,21.83,10.94,13.61
869.57,725.6,54.55,99.46,45.04,22.19,79.97,21.86,10.95,13.6
869.62,725.61,54.55,99.46,45.04,22.19,79.95,21.9,10.97,13.59
869.09,725.33,54.55,99.46,45.04,22.19,79.92,21.94,10.99,13.59
869.09,725.32,54.55,99.46,45.04,22.19,79.89,21.98,11,13.58
869,725.51,54.55,99.46,45.04,22.19,79.86,22.03,11.02,13.57
868.6,725.09,54.55,99.46,45.04,22.19,79.83,22.07,11.04,13.56
869.97,725.49,54.55,99.46,45.04,22.19,79.79,22.12,11.06,13.56
868.87,725.08,54.55,99.46,45.04,22.19,79.76,22.17,11.08,13.55
868.29,724.98,54.55,99.46,45.04,22.19,79.73,22.22,11.1,13.54
869.18,726.18,54.55,99.46,45.04,22.19,79.69,22.27,11.12,13.53
868.69,725.64,54.55,99.46,45.04,22.19,79.65,22.32,11.14,13.52
869.53,725.51,54.55,99.46,45.04,22.19,79.62,22.37,11.16,13.51
869.53,725.36,54.55,99.46,45.04,22.19,79.58,22.42,11.18,13.5
869.4,725.46,54.55,99.46,45.04,22.19,79.54,22.48,11.2,13.49
869,725.07,54.55,99.46,45.04,22.19,79.51,22.53,11.22,13.48
869.4,724.99,54.55,99.46,45.04,22.19,79.47,22.59,11.24,13.47
868.91,726.28,54.55,99.46,45.04,22.19,79.43,22.64,11.26,13.46
868.73,725.65,54.55,99.46,45.04,22.19,79.39,22.7,11.29,13.45
869.4,725.96,54.55,99.46,45.04,22.19,79.35,22.75,11.31,13.44
869.13,725.49,54.55,99.46,45.04,22.19,79.31,22.8,11.33,13.43
869.13,723.47,54.55,99.46,45.04,22.19,79.27,22.86,11.35,13.42
869.13,725.43,54.55,99.46,45.04,22.19,79.24,22.91,11.37,13.41
869.08,725.44,54.55,99.46,45.04,22.19,79.2,22.97,11.39,13.4
869.48,690.66,54.55,99.46,45.04,22.19,79.16,23.02,11.41,13.39
869.48,728.49,54.55,99.46,45.04,22.19,79.13,23.07,11.43,13.38
868.73,728.01,54.55,99.46,45.04,22.19,79.09,23.12,11.45,13.37
869.52,728.2,54.55,99.46,45.04,22.19,79.05,23.17,11.47,13.36
869.52,727.44,54.55,99.46,45.04,22.19,79.02,23.22,11.49,13.35
868.29,727.71,54.55,99.46,45.04,22.19,78.99,23.27,11.51,13.34
868.74,728.1,54.55,99.46,45.04,22.19,78.95,23.32,11.53,13.34
869.27,728.17,54.55,99.46,45.04,22.19,78.92,23.36,11.55,13.33
868.6,727.49,54.55,99.46,45.04,22.19,78.89,23.41,11.57,13.32
869.4,728.19,54.55,99.46,45.04,22.19,78.86,23.45,11.58,13.31
868.91,727.82,54.55,99.46,45.04,22.19,78.83,23.49,11.6,13.31
868.91,727.9,54.55,99.46,45.04,22.19,78.81,23.53,11.62,13.3
868.73,728.02,54.55,99.46,45.04,22.19,78.78,23.56,11.63,13.29
869.22,727.95,54.55,99.46,45.04,22.19,78.76,23.6,11.64,13.29
868.29,727.51,54.55,99.46,45.04,22.19,78.73,23.63,11.66,13.28
868.95,728.13,54.55,99.46,45.04,22.19,78.71,23.66,11.67,13.27
869.08,728.47,54.55,99.46,45.04,22.19,78.69,23.68,11.68,13.27
869.44,727.96,54.55,99.46,45.04,22.19,78.68,23.71,11.69,13.27
869.44,728.06,54.55,99.46,45.04,22.19,78.66,23.73,11.7,13.26
869.44,727.92,54.55,99.46,45.04,22.19,78.65,23.75,11.7,13.26
869.44,727.82,54.55,99.46,45.04,22.19,78.64,23.76,11.71,13.26
868.99,727.8,54.55,99.46,45.04,22.19,78.63,23.77,11.71,13.25
868.78,727.77,54.55,99.46,45.04,22.19,78.63,23.78,11.72,13.25
869.13,728.02,54.55,99.46,45.04,22.19,78.62,23.79,11.72,13.25
1150.25,767.68,54.55,99.46,45.04,22.19,78.62,23.79,11.72,13.25
1150.78,768.33,54.55,99.46,45.04,22.19,78.62,23.79,11.72,13.25
1149.98,767.95,54.55,99.46,45.04,22.19,78.62,23.79,11.72,13.25
1152.1,769.16,54.55,99.46,45.04,22.19,78.62,23.79,11.72,13.25
1150.51,768.2,54.55,99.46,45.04,22.19,78.62,23.79,11.72,13.25
1152.47,769.48,54.55,99.46,45.04,22.19,78.63,23.79,11.73,13.26
1151.22,768.82,54.55,99.46,45.04,22.19,78.63,23.79,11.73,13.26
1151.75,769.73,54.55,99.46,45.04,22.19,78.63,23.79,11.73,13.26
1151.49,768.38,54.55,99.46,45.04,22.19,78.64,23.78,11.74,13.26
1151.31,768.93,54.55,99.46,45.04,22.19,78.64,23.78,11.74,13.27
1151.26,769.12,54.55,99.46,45.04,22.19,78.65,23.78,11.75,13.27
1150.82,768.67,54.55,99.46,45.04,22.19,78.65,23.78,11.75,13.27
1151.13,768.85,54.55,99.46,45.04,22.19,78.66,23.78,11.76,13.28
1150.65,768.79,54.55,99.46,45.04,22.19,78.67,23.77,11.76,13.28
1151.04,768.66,54.55,99.46,45.04,22.19,78.67,23.77,11.77,13.29
1150.51,768.37,54.55,99.46,45.04,22.19,78.68,23.77,11.77,13.29
1150.95,768.81,54.55,99.46,45.04,22.19,78.69,23.77,11.78,13.3
1151.13,768.56,54.55,99.46,45.04,22.19,78.69,23.76,11.79,13.3
1150.69,768.87,54.55,99.46,45.04,22.19,78.7,23.76,11.8,13.31
1149.64,768.19,54.55,99.46,45.04,22.19,78.71,23.76,11.8,13.31
1150.78,768.7,54.55,99.46,45.04,22.19,78.72,23.76,11.81,13.32
1151.89,768.76,54.55,99.46,45.04,22.19,78.73,23.75,11.82,13.33
1150.08,768.77,54.55,99.46,45.04,22.19,78.74,23.75,11.83,13.33
1151.35,768.67,54.55,99.46,45.04,22.19,78.74,23.75,11.83,13.34
1151.49,768.94,54.55,99.46,45.04,22.19,78.75,23.74,11.84,13.35
1151.89,768.95,54.55,99.46,45.04,22.19,78.76,23.74,11.85,13.35
1152.15,769.15,54.55,99.46,45.04,22.19,78.77,23.74,11.86,13.36
1151.35,768.95,54.55,99.46,45.04,22.19,78.78,23.73,11.87,13.36
1150.47,768.5,54.55,99.46,45.04,22.19,78.79,23.73,11.88,13.37
1152.19,769.37,54.55,99.46,45.04,22.19,78.8,23.73,11.89,13.38
1150.52,768.49,54.55,99.46,45.04,22.19,78.81,23.73,11.9,13.39
1151.84,768.8,54.55,99.46,45.04,22.19,78.82,23.72,11.9,13.39
1149.76,768.08,54.55,99.46,45.04,22.19,78.83,23.72,11.91,13.4
1151.35,768.72,54.55,99.46,45.04,22.19,78.84,23.72,11.92,13.41
1150.69,768.62,54.55,99.46,45.04,22.19,78.85,23.71,11.93,13.41
1151.67,769.29,54.55,99.46,45.04,22.19,78.86,23.71,11.94,13.42
1149.72,768.15,54.55,99.46,45.04,22.19,78.87,23.71,11.95,13.42
1151.44,768.76,54.55,99.46,45.04,22.19,78.88,23.7,11.96,13.43
1150.96,768.62,54.55,99.46,45.04,22.19,78.88,23.7,11.96,13.44
1150.91,768.44,54.55,99.46,45.04,22.19,78.89,23.7,11.97,13.44
1150.87,768.52,54.55,99.46,45.04,22.19,78.9,23.69,11.98,13.45
1150.25,768.11,54.55,99.46,45.04,22.19,78.91,23.69,11.99,13.46
1150.56,768.33,54.55,99.46,45.04,22.19,78.92,23.69,11.99,13.46
1151.93,768.68,54.55,99.46,45.04,22.19,78.93,23.69,12,13.47
1150.07,768,54.55,99.46,45.04,22.19,78.93,23.68,12.01,13.47
1150.96,768.62,54.55,99.46,45.04,22.19,78.94,23.68,12.02,13.48
1150.17,768.63,54.55,99.46,45.04,22.19,78.95,23.68,12.02,13.48
1150.82,768.47,54.55,99.46,45.04,22.19,78.95,23.68,12.03,13.49
1151.18,768.53,54.55,99.46,45.04,22.19,78.96,23.67,12.03,13.49
1151.09,768.64,54.55,99.46,45.04,22.19,78.97,23.67,12.04,13.5
1150.61,768.42,54.55,99.46,45.04,22.19,78.97,23.67,12.04,13.5
1150.08,768.27,54.55,99.46,45.04,22.19,78.98,23.67,12.05,13.5
1150.51,768.63,54.55,99.46,45.04,22.19,78.98,23.67,12.05,13.51
1151.93,768.8,54.55,99.46,45.04,22.19,78.99,23.66,12.06,13.51
1150.78,768.31,54.55,99.46,45.04,22.19,78.99,23.66,12.06,13.51
1151.23,768.75,54.55,99.46,45.04,22.19,78.99,23.66,12.06,13.51
1150.92,768.44,54.55,99.46,45.04,22.19,79,23.66,12.07,13.52
1152.11,769.33,54.55,99.46,45.04,22.19,79,23.66,12.07,13.52
1150.12,767.36,54.55,99.46,45.04,22.19,79,23.66,12.07,13.52
1151.48,768.75,54.55,99.46,45.04,22.19,79,23.66,12.07,13.52
1150.61,768.43,54.55,99.46,45.04,22.19,79,23.66,12.07,13.52
1150.43,768.49,54.55,99.46,45.04,22.19,79,23.66,12.07,13.52
1150.21,768.54,54.55,99.46,45.04,22.19,79,23.66,12.07,13.52
1150.21,768.61,54.55,99.46,45.04,22.19,79,23.66,12.07,13.53
1150.69,768.29,54.55,99.46,45.04,22.19,79,23.66,12.06,13.53
1150.82,768.77,54.55,99.46,45.04,22.19,78.99,23.66,12.06,13.54
1150.92,768.6,54.55,99.46,45.04,22.19,78.99,23.66,12.06,13.55
1150.21,768.58,54.55,99.46,45.04,22.19,78.99,23.65,12.05,13.56
1151.53,769.04,54.55,99.46,45.04,22.19,78.99,23.65,12.04,13.57
1151.13,768.8,54.55,99.46,45.04,22.19,78.98,23.65,12.04,13.58
1150.69,768.68,54.55,99.46,45.04,22.19,78.98,23.65,12.03,13.59
1150.6,768.71,54.55,99.46,45.04,22.19,78.98,23.65,12.02,13.6
1150.6,768.84,54.55,99.46,45.04,22.19,78.97,23.65,12.02,13.62
1150.42,768.54,54.55,99.46,45.04,22.19,78.97,23.64,12.01,13.63
1150.2,767.49,54.55,99.46,45.04,22.19,78.96,23.64,12,13.65
1151.53,769.23,54.55,99.46,45.04,22.19,78.96,23.64,11.99,13.67
1151.98,769.99,54.55,99.46,45.04,22.19,78.95,23.64,11.98,13.68
1150.56,768.55,54.55,99.46,45.04,22.19,78.95,23.63,11.97,13.7
1151.98,769.21,54.55,99.46,45.04,22.19,78.94,23.63,11.96,13.72
1150.87,768.71,54.55,99.46,45.04,22.19,78.94,23.63,11.95,13.74
1151.31,768.88,54.55,99.46,45.04,22.19,78.93,23.62,11.94,13.76
1151.31,768.86,54.55,99.46,45.04,22.19,78.93,23.62,11.92,13.78
1150.38,768.57,54.55,99.46,45.04,22.19,78.92,23.62,11.91,13.81
1151.45,768.86,54.55,99.46,45.04,22.19,78.91,23.61,11.9,13.83
1150.87,768.73,54.55,99.46,45.04,22.19,78.91,23.61,11.89,13.85
1151.09,769.06,54.55,99.46,45.04,22.19,78.9,23.61,11.87,13.87
1150.39,768.61,54.55,99.46,45.04,22.19,78.9,23.6,11.86,13.9
1150.73,768.35,54.55,99.46,45.04,22.19,78.89,23.6,11.85,13.92
1150.87,768.55,54.55,99.46,45.04,22.19,78.88,23.6,11.84,13.94
1151.67,768.54,54.55,99.46,45.04,22.19,78.88,23.59,11.82,13.97
1151.31,768.95,54.55,99.46,45.04,22.19,78.87,23.59,11.81,13.99
1151.05,768.75,54.55,99.46,45.04,22.19,78.86,23.59,11.8,14.01
1151.4,768.57,54.55,99.46,45.04,22.19,78.86,23.58,11.78,14.04
1150.69,768.89,54.55,99.46,45.04,22.19,78.85,23.58,11.77,14.06
1150.69,768.79,54.55,99.46,45.04,22.19,78.84,23.58,11.76,14.08
1151,768.63,54.55,99.46,45.04,22.19,78.84,23.57,11.75,14.11
1151.49,768.8,54.55,99.46,45.04,22.19,78.83,23.57,11.73,14.13
1151.49,768.67,54.55,99.46,45.04,22.19,78.83,23.57,11.72,14.15
1151.53,768.86,54.55,99.46,45.04,22.19,78.82,23.56,11.71,14.17
1150.78,768.47,54.55,99.46,45.04,22.19,78.81,23.56,11.7,14.2
1150.87,768.54,54.55,99.46,45.04,22.19,78.81,23.56,11.68,14.22
1151.04,768.63,54.55,99.46,45.04,22.19,78.8,23.55,11.67,14.24
1150.29,768.61,54.55,99.46,45.04,22.19,78.8,23.55,11.66,14.26
1151.04,768.94,54.55,99.46,45.04,22.19,78.79,23.55,11.65,14.28
1151.04,768.3,54.55,99.46,45.04,22.19,78.79,23.54,11.64,14.3
1151.84,768.8,54.55,99.46,45.04,22.19,78.78,23.54,11.63,14.31
1151.35,769.03,54.55,99.46,45.04,22.19,78.78,23.54,11.62,14.33
1150.38,768.45,54.55,99.46,45.04,22.19,78.77,23.54,11.61,14.35
1150.78,768.71,54.55,99.46,45.04,22.19,78.77,23.53,11.6,14.36
1151.97,769.15,54.55,99.46,45.04,22.19,78.76,23.53,11.6,14.38
1151.49,768.79,54.55,99.46,45.04,22.19,78.76,23.53,11.59,14.39
1151.53,768.79,54.55,99.46,45.04,22.19,78.76,23.53,11.58,14.4
1150.96,768.94,54.55,99.46,45.04,22.19,78.75,23.53,11.58,14.41
1151.71,768.48,54.55,99.46,45.04,22.19,78.75,23.53,11.57,14.42
1150.61,768.8,54.55,99.46,45.04,22.19,78.75,23.52,11.56,14.43
1151.71,769.46,54.55,99.46,45.04,22.19,78.75,23.52,11.56,14.44
1150.03,767.7,54.55,99.46,45.04,22.19,78.74,23.52,11.56,14.45
1152.02,768.91,54.55,99.46,45.04,22.19,78.74,23.52,11.55,14.45
1150.34,767.99,54.55,99.46,45.04,22.19,78.74,23.52,11.55,14.46
1151.05,769.18,54.55,99.46,45.04,22.19,78.74,23.52,11.55,14.46
1151.09,768.58,54.55,99.46,45.04,22.19,78.74,23.52,11.55,14.46
1150.73,768.78,54.55,99.46,45.04,22.19,78.74,23.52,11.55,14.46
1150.39,768.4,54.55,99.46,45.04,22.19,78.74,23.53,11.55,14.47
1150.74,768.58,54.55,99.46,45.04,22.19,78.74,23.53,11.55,14.47
1151.31,768.75,54.55,99.46,45.04,22.19,78.73,23.54,11.56,14.48
1150.96,768.71,54.55,99.46,45.04,22.19,78.73,23.55,11.56,14.49
1151.04,768.66,54.55,99.46,45.04,22.19,78.73,23.57,11.56,14.51
1150.73,768.56,54.55,99.46,45.04,22.19,78.72,23.58,11.57,14.52
1151.71,768.77,54.55,99.46,45.04,22.19,78.72,23.6,11.58,14.54
1151.84,768.89,54.55,99.46,45.04,22.19,78.71,23.62,11.58,14.56
1150.78,768.32,54.55,99.46,45.04,22.19,78.71,23.64,11.59,14.58
1150.65,768.32,54.55,99.46,45.04,22.19,78.7,23.66,11.6,14.61
1151.22,769.05,54.55,99.46,45.04,22.19,78.7,23.69,11.6,14.63
1152.02,769.32,54.55,99.46,45.04,22.19,78.69,23.71,11.61,14.66
1150.61,768.55,54.55,99.46,45.04,22.19,78.68,23.74,11.62,14.69
1150.61,768.62,54.55,99.46,45.04,22.19,78.67,23.77,11.63,14.72
1150.61,768.52,54.55,99.46,45.04,22.19,78.66,23.8,11.64,14.75
1150.61,768.62,54.55,99.46,45.04,22.19,78.66,23.83,11.65,14.78
1150.56,768.54,54.55,99.46,45.04,22.19,78.65,23.87,11.66,14.82
1151.53,769.12,54.55,99.46,45.04,22.19,78.64,23.9,11.67,14.85
1150.91,768.7,54.55,99.46,45.04,22.19,78.63,23.94,11.68,14.89
1150.78,768.73,54.55,99.46,45.04,22.19,78.62,23.97,11.7,14.92
1151.14,768.29,54.55,99.46,45.04,22.19,78.61,24.01,11.71,14.96
1151.14,768.56,54.55,99.46,45.04,22.19,78.6,24.05,11.72,15
1151.14,768.6,54.55,99.46,45.04,22.19,78.59,24.09,11.73,15.04
1150.87,768.47,54.55,99.46,45.04,22.19,78.58,24.13,11.75,15.08
1150.47,768.45,54.55,99.46,45.04,22.19,78.57,24.16,11.76,15.12
1151.93,768.39,54.55,99.46,45.04,22.19,78.56,24.2,11.77,15.16
1149.54,768.4,54.55,99.46,45.04,22.19,78.55,24.24,11.78,15.2
1151.27,768.81,54.55,99.46,45.04,22.19,78.54,24.28,11.8,15.24
1150.2,768.11,54.55,99.46,45.04,22.19,78.53,24.33,11.81,15.29
1150.29,768.58,54.55,99.46,45.04,22.19,78.51,24.37,11.82,15.33
1151.62,768.67,54.55,99.46,45.04,22.19,78.5,24.41,11.84,15.37
1150.69,768.6,54.55,99.46,45.04,22.19,78.49,24.45,11.85,15.41
